Status,Progress,Duration (in seconds),Finished,ResponseId,DistributionChannel,UserLanguage,Q45,Q1,Q16,Q16_19_TEXT,Q2,Q2_16_TEXT,Q3,Q3_13_TEXT,Q6,Q7,Q7_6_TEXT,Q8,Q9,Q9_2_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_1_TEXT,Q12_3_TEXT,Q13,Q13_5_TEXT,Q14,Q15,Q17,Q17_9_TEXT,Q18,Q18_8_TEXT,Q19,Q20,Q20_7_TEXT,Q21,Q21_12_TEXT,Q22,Q23,Q23_10_TEXT,Q48,Q43,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_8_TEXT,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_8_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_8_TEXT,Q32,Q33,Q34,Q35,Q42,Q36,Q37,Q38,Q39,Q40,Q41
IP Address,15,105,FALSE,R_1Cwg1mNr3TScOLN,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,paleoanthropology,NA,full professor (tenured),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,36,282,FALSE,R_3I0HNWZhKzME220,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,"bioarchaeology,functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology",NA,graduate student,NA,no,NA,NA,yes,no (provide an explanation of why not if you desire),NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection),I was able to design and execute all or part of a thesis with shared data",NA,online repository (please write in names of repositories you have downloaded data from),Bakeng se Afrika,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,180,FALSE,R_1Kv5C1sO6ldNySN,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"archaeology,paleoanthropology,physical (biological) anthropology",NA,assistant professor,NA,no,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,"There is not a culture of sharing data in my field (it is not required or expected).,The data collection and reporting methods are complex and poorly standardized meaning it is difficult to re-use data between studies",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"There is not a culture of data archiving/sharing in my field (it is not required or expected),I am not aware of any repositories capable of storing my data in a useful way.,Too time consuming",NA,NA,NA,NA,NA,NA,not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,563,FALSE,R_25ME8oWTj6nY6cL,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,"archaeology,paleoanthropology",NA,assistant professor,NA,NA,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,The data collection and reporting methods are complex and poorly standardized meaning it is difficult to re-use data between studies,NA,yes,"OSF, Zenodo","required to by a foundation supporting my research (e.g., NSF),required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,I was able to provide evidence of my past data sharing in a new grant proposal,NA,yes,"People used the data without acknowledging/citing me or other sources,other (write in)",paper was rejected by journal for having been 'published'.,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,NA,not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,100,682,TRUE,R_3qlDz0uQ1J50vYG,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,Paleoanthropology Society",NA,"evolutionary biology,paleoanthropology,physical (biological) anthropology,skeletal biology",NA,postdoctoral fellow,NA,yes,"socioeconomic,other (write in)",first-gen college student,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,online repository (please write in names of repositories you have downloaded data from),"morphosource, dryad, personal researcher's website",NA,NA,NA,yes,"dryad, figshare","required to by a foundation supporting my research (e.g., NSF),required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,I was able to provide evidence of my past data sharing in a new grant proposal,NA,no,NA,NA,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population),I could have been scooped on other current or planned future research if I did",NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree
IP Address,64,565,FALSE,R_qx2WspWdi4hhxAJ,anonymous,EN,proceed,Agree,"ESHE--European Society for the study of Human Evolution,Jim Rohlf's Stony Brook pages",NA,paleoanthropology,NA,assistant professor,NA,NA,NA,NA,yes,sometimes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,online repository (please write in names of repositories you have downloaded data from),Academia.edu,NA,NA,NA,yes,Academia. edu,"I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards",NA,"My paper was cited specifically for the shared data it included,The data were used for outreach and education and I was able to report that as impact of my data,Evidence of my data sharing was remarked upon positively in my performance reviews/promotion assessments",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,26,119,FALSE,R_W8qDYQGYpiduRfr,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,ESHE--European Society for the study of Human Evolution",NA,paleoanthropology,NA,other (write in),curator,no,NA,NA,yes,yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,463,FALSE,R_2dtKfUd56xoNgSZ,anonymous,EN,NA,Agree,ESHE--European Society for the study of Human Evolution,NA,"evolutionary biology,functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology",NA,emeritus professor,NA,no,NA,NA,yes,sometimes,NA,No,NA,NA,NA,NA,NA,"The data collection and reporting methods are complex and poorly standardized meaning it is difficult to re-use data between studies,e. Other (write in)",false data,yes,NA,"required to by a foundation supporting my research (e.g., NSF),I wanted to benefit others by sharing my data",NA,other (write in),none,no,NA,NA,NA,NA,no,NA,NA,NA,reviewing standards are uneven - junk data,not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,330,FALSE,R_3KGte8EbWPa4a0F,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,paleoanthropology,NA,associate professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,Improved an ongoing study through data resources made accessible to me,NA,online repository (please write in names of repositories you have downloaded data from),"morphosource, nespos",NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,I have not yet completed a research project or scientific manuscript to the point of having to plan for data archiving or sharing yet,NA,NA,NA,NA,NA,"I was offered co-authorship on a manuscript for donating some data (acquired via an agreement NOT to distribute the data). The others used the data and submitted a paper without my name on it, which caused some real problems (personal and professional) for me.",not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,36,578,FALSE,R_Zn3B1wcLDXG9EiZ,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,"evolutionary biology,functional anatomy/biomechanics,paleoanthropology,skeletal biology",NA,full professor (tenured),NA,no,NA,NA,yes,sometimes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,502,FALSE,R_A4ByMhG0t6iyvL3,anonymous,EN,NA,Agree,ESHE--European Society for the study of Human Evolution,NA,"paleoanthropology,skeletal biology",NA,full professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",ESRF,NA,NA,NA,yes,human-fossil-record.org,"expected/encouraged by other stakeholders (e.g., museum policy),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"I was invited to collaborate on a paper using data I shared,The data were used for outreach and education and I was able to report that as impact of my data",NA,yes,"My research was scooped,My student’s research was scooped",NA,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population),I could have been scooped on other current or planned future research if I did,I planned to give first priority of reuse to my students (or future students)",NA,NA,Technical infrastructure support to museums to curate and disseminate digital data,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,46,230,FALSE,R_PLEaYj6aabplclz,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,"functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology,skeletal biology",NA,postdoctoral fellow,NA,yes,racial identity,NA,no,NA,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly","Morphosource, Human Fossil Record Archive",NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,201,FALSE,R_3M04epGLVFns0rP,anonymous,EN,NA,Agree,Society of Vertebrate Paleontology,NA,"biogeography,evolutionary biology,paleoanthropology,paleontology",NA,postdoctoral fellow,NA,yes,racial identity,NA,yes,yes,NA,Yes,"I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection),I was able to design and execute all or part of a thesis with shared data",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,yes,Dryad,"required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,26,56,FALSE,R_3iIkMxoyJv8Wljg,anonymous,EN,NA,Agree,American Association of Physical Anthropologists,NA,"paleoanthropology,physical (biological) anthropology",NA,postdoctoral fellow,NA,no,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,64,159,FALSE,R_2PwkvSWLTbI5QgE,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"paleoanthropology,physical (biological) anthropology",NA,assistant professor,NA,no,NA,NA,I don't know,NA,NA,Yes,Improved an ongoing study through data resources made accessible to me,NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,other (write in),data fully reported with publication,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
